,Tahun,BI_Rate,BBM,Kurs_USD_IDR,Harga_Beras,Inflasi_Inti,Inflasi_Total,bulan_sin,bulan_cos
75,2019,6.0,6550.0,14245.0,12019.0,0.17,2.83,0.8660254037844387,-0.4999999999999998
76,2019,6.0,6550.0,14270.0,12008.0,0.27,3.32,0.49999999999999994,-0.8660254037844387
77,2019,6.0,6550.0,14125.0,12009.0,0.38,3.28,1.2246467991473532e-16,-1.0
78,2019,5.75,6550.0,14012.0,12021.0,0.33,3.32,-0.4999999999999997,-0.8660254037844388
79,2019,5.5,6550.0,14180.0,12018.0,0.43,3.49,-0.8660254037844384,-0.5000000000000004
80,2019,5.25,6550.0,14190.0,12050.0,0.29,3.39,-1.0,-1.8369701987210297e-16
81,2019,5.0,6550.0,14032.0,12108.0,0.17,3.13,-0.8660254037844386,0.5000000000000001
82,2019,5.0,6550.0,14100.0,12120.0,0.11,3.0,-0.5000000000000004,0.8660254037844384
83,2019,5.0,6550.0,13880.0,12183.03,0.11,2.72,-2.4492935982947064e-16,1.0
84,2020,5.0,6550.0,13650.0,12342.74,0.19,2.68,0.49999999999999994,0.8660254037844387
85,2020,4.75,6550.0,14340.0,12355.15,0.14,2.98,0.8660254037844386,0.5000000000000001
86,2020,4.5,6550.0,16300.0,12368.0,0.29,2.96,1.0,6.123233995736766e-17
87,2020,4.5,6550.0,14825.0,12382.1,0.17,2.67,0.8660254037844387,-0.4999999999999998
88,2020,4.5,6550.0,14575.0,12293.03,0.06,2.19,0.49999999999999994,-0.8660254037844387
89,2020,4.25,6550.0,14180.0,12223.98,0.02,1.96,1.2246467991473532e-16,-1.0
90,2020,4.0,6550.0,14530.0,12212.63,0.16,1.54,-0.4999999999999997,-0.8660254037844388
91,2020,4.0,6550.0,14560.0,12212.07,0.29,1.32,-0.8660254037844384,-0.5000000000000004
92,2020,4.0,6550.0,14840.0,12188.86,0.13,1.42,-1.0,-1.8369701987210297e-16
93,2020,4.0,6550.0,14620.0,12186.97,0.04,1.44,-0.8660254037844386,0.5000000000000001
94,2020,3.75,6550.0,14090.0,12178.62,0.06,1.59,-0.5000000000000004,0.8660254037844384
95,2020,3.75,6550.0,14040.0,12184.52,0.05,1.68,-2.4492935982947064e-16,1.0
96,2021,3.75,6550.0,14020.0,10474.0,0.14,1.55,0.49999999999999994,0.8660254037844387
97,2021,3.5,6550.0,14240.0,10479.0,0.11,1.38,0.8660254037844386,0.5000000000000001
98,2021,3.5,6550.0,14520.0,10424.0,-0.03,1.37,1.0,6.123233995736766e-17
99,2021,3.5,6550.0,14440.0,10356.0,0.14,1.42,0.8660254037844387,-0.4999999999999998
100,2021,3.5,6550.0,14275.0,10385.0,0.24,1.68,0.49999999999999994,-0.8660254037844387
101,2021,3.5,6550.0,14495.0,10384.0,0.14,1.33,1.2246467991473532e-16,-1.0
102,2021,3.5,6550.0,14460.0,10361.0,0.07,1.52,-0.4999999999999997,-0.8660254037844388
103,2021,3.5,6550.0,14265.0,10352.0,0.21,1.59,-0.8660254037844384,-0.5000000000000004
104,2021,3.5,6550.0,14310.0,10351.0,0.13,1.6,-1.0,-1.8369701987210297e-16
105,2021,3.5,6550.0,14165.0,10367.0,0.07,1.66,-0.8660254037844386,0.5000000000000001
106,2021,3.5,6550.0,14320.0,10375.0,0.17,1.75,-0.5000000000000004,0.8660254037844384
107,2021,3.5,6550.0,14250.0,10429.0,0.16,1.87,-2.4492935982947064e-16,1.0
108,2022,3.5,7650.0,14380.0,10496.0,0.42,2.18,0.49999999999999994,0.8660254037844387
109,2022,3.5,7650.0,14365.0,10471.0,0.31,2.06,0.8660254037844386,0.5000000000000001
110,2022,3.5,7650.0,14368.0,10463.0,-0.03,2.64,1.0,6.123233995736766e-17
111,2022,3.5,7650.0,14495.0,10455.0,0.36,3.47,0.8660254037844387,-0.4999999999999998
112,2022,3.5,7650.0,14580.0,10448.0,0.23,3.55,0.49999999999999994,-0.8660254037844387
113,2022,3.5,7650.0,14895.0,10448.0,0.19,4.35,1.2246467991473532e-16,-1.0
114,2022,3.5,7650.0,14830.0,10449.0,0.28,4.94,-0.4999999999999997,-0.8660254037844388
115,2022,3.75,7650.0,14840.0,10551.0,0.38,4.69,-0.8660254037844384,-0.5000000000000004
116,2022,4.25,9300.0,15225.0,10772.0,0.3,5.95,-1.0,-1.8369701987210297e-16
117,2022,4.75,9300.0,15595.0,10947.0,0.16,5.71,-0.8660254037844386,0.5000000000000001
118,2022,5.25,9300.0,15730.0,11012.0,0.15,5.42,-0.5000000000000004,0.8660254037844384
119,2022,5.5,9300.0,15565.0,11363.0,0.22,5.51,-2.4492935982947064e-16,1.0
120,2023,5.75,9300.0,14985.0,11647.91,0.33,5.28,0.49999999999999994,0.8660254037844387
121,2023,5.75,9300.0,15245.0,11990.12,0.13,5.47,0.8660254037844386,0.5000000000000001
122,2023,5.75,9300.0,14990.0,12041.64,0.16,4.97,1.0,6.123233995736766e-17
123,2023,5.75,9300.0,14665.0,12092.38,0.25,4.33,0.8660254037844387,-0.4999999999999998
124,2023,5.75,9300.0,14985.0,12102.7,0.06,4.0,0.49999999999999994,-0.8660254037844387
125,2023,5.75,9300.0,14990.0,12115.81,0.12,3.52,1.2246467991473532e-16,-1.0
126,2023,5.75,9300.0,15075.0,12141.72,0.13,3.08,-0.4999999999999997,-0.8660254037844388
127,2023,5.75,9300.0,15225.0,12265.68,0.13,3.27,-0.8660254037844384,-0.5000000000000004
128,2023,5.75,9300.0,15450.0,13036.96,0.12,2.28,-1.0,-1.8369701987210297e-16
129,2023,6.0,9300.0,15880.0,13315.29,0.08,2.56,-0.8660254037844386,0.5000000000000001
130,2023,6.0,9300.0,15505.0,13380.4,0.12,2.86,-0.5000000000000004,0.8660254037844384
131,2023,6.0,9300.0,15395.0,13458.06,0.14,2.61,-2.4492935982947064e-16,1.0
132,2024,6.0,9300.0,15775.0,13588.0,0.2,2.57,0.49999999999999994,0.8660254037844387
133,2024,6.0,9300.0,15710.0,14397.0,0.14,2.75,0.8660254037844386,0.5000000000000001
134,2024,6.0,9300.0,15850.0,14528.0,0.23,3.05,1.0,6.123233995736766e-17
135,2024,6.25,9300.0,16255.0,13902.0,0.29,3.0,0.8660254037844387,-0.4999999999999998
136,2024,6.25,9300.0,16245.0,13471.0,0.17,2.84,0.49999999999999994,-0.8660254037844387
137,2024,6.25,9300.0,16370.0,13433.0,0.1,2.51,1.2246467991473532e-16,-1.0
138,2024,6.25,9300.0,16255.0,13571.0,0.18,2.13,-0.4999999999999997,-0.8660254037844388
139,2024,6.25,9300.0,15450.0,13600.0,0.2,2.12,-0.8660254037844384,-0.5000000000000004
140,2024,6.0,9300.0,15135.0,13611.0,0.16,1.84,-1.0,-1.8369701987210297e-16
141,2024,6.0,9300.0,15690.0,13563.0,0.22,1.71,-0.8660254037844386,0.5000000000000001
142,2024,6.0,9300.0,15840.0,13453.0,0.17,1.55,-0.5000000000000004,0.8660254037844384
143,2024,6.0,9300.0,16090.0,13486.0,0.17,1.57,-2.4492935982947064e-16,1.0
